"Id","Name","Acronym","Description","URL","Location","Country","Latitude","Longitude","Head of collection","Contact","National node","Withdrawn","Parent collection","Sub collections","Biobank","Biobank label","Network","Combined_network","Also known in","Type","Data categories","Order of magnitude","Size","Categories","Timestamp","Number of donors","Order of magnitude donors","Sex","Diagnosis available","Age low","Age high","Age unit","Facts","Materials","Storage temperatures","Body part examined","Imaging modality","Image dataset type","Collaboration commercial","Collaboration non for profit","Data use","Available for commercial use","Fee-based access to","Access via join projects to","Access description","Access uri","PD/SOP","Quality","Combined quality"
"bbmri-eric:ID:IT_1604913322414751:collection:cdc1c436b6984b1","NASOPHARYNGEAL CANCER","ADAPTA","Plasma, PBMC, nasal wash from patients affected by nasopharyngeal cancer. The collection started in 2019 and it is still active.",,,"Italy","43.7086236","10.4395336",,"s.lapi@ao-pisa.toscana.it","Italy","false",,,"UNITA' OPERATIVA COMPLESSA BIOBANCHE – BIOBANCA BMS","UNITA' OPERATIVA COMPLESSA BIOBANCHE – BIOBANCA BMS","BBMRI.it Network","BBMRI.it Network",,"Cohort","Medical records,National registries,Other,Physiological/Biochemical measurements,Biological samples,Imaging data,Genealogical records","10 - 100","10",,"2021-05-21T05:17:21Z","10","10 - 100","Male,Female",,,,"Year",,"Plasma,Peripheral blood cells,Other","-60°C to -80°C,Liquid Nitrogen",,,,"false","true",,"false","Samples",,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1604913322414751:collection:e89ff9b754cf432","NEURODEGENERATIVE DISEASES","BIONID","Plasma, serum, buffy coat and PBMC from patients affected by neurodegenerative diseases ( Alzheimer’s disease, amyotrophic lateral sclerosis, Parkinson’s disease) and by inflammatory disorders of the central nervous system (multiple sclerosis). The collection started in 2019 and it is still active.",,,"Italy","43.7086236","10.4395336",,"s.lapi@ao-pisa.toscana.it","Italy","false",,,"UNITA' OPERATIVA COMPLESSA BIOBANCHE – BIOBANCA BMS","UNITA' OPERATIVA COMPLESSA BIOBANCHE – BIOBANCA BMS","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Cohort","Survey data,Biological samples","100 - 1000","275",,"2021-05-17T07:58:51Z",,,"Male,Female",,"24","82","Year",,"Plasma,Serum,Peripheral blood cells,Buffy Coat","-60°C to -80°C,Liquid Nitrogen",,,,"false","true",,"false","Samples",,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,"Accredited/Certified by accredited body"
"bbmri-eric:ID:IT_1605519998080235:collection:1605519998378806","Covid-19 - IRCCS Ospedale Sacro Cuore Don Calabria","Covid-19_Negrar","Description. The collection includes different specimens collected from patients admitted to our hospital and subjected to diagnostic screening for SARS-CoV-2 infection, starting from February 2020. . Specimens stored at -80 °C include: nasopharyngeal swabs at diagnosis (for all patients). Serum, blood (in both DMSO and RNA-shield) and nasopharyngeal swabs at different time points for subgroups of hospitalized patients (about 570 subjects, data updated at March 2021). . Associated Data: wor each nasopharyngeal swab the RT-PCR Ct value is available and digital PCR absolute quantification analysis is currently on execution. We are also conducting sequencing projects, so for a number of samples (currently about 180) the SARS-CoV-2 whole genome sequence is available. We participate to the ISARIC-WHO consortium for the registration of clinical and laboratory data of patients with a diagnosis of COVID-19. A total of 260 patients has been registered in ISARIC up to March 2021.",,,"Italy",,,,"chiara.piubelli@sacrocuore.it","Italy","false",,,"TROPICA BIOBANK - IRCCS Ospedale Sacro Cuore Don Calabria","TROPICA BIOBANK - IRCCS Ospedale Sacro Cuore Don Calabria","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study","Antibodies titer (IgM and IgG),Biological samples,Blood count and other lab results especially at the moment of hospital admission,Data on clinical symptoms,CT imaging of lungs, alternatively Xray,Genealogical records,Medical records,Physiological/Biochemical measurements,Treatment protocol (types of drugs used),Other","1000 - 10.000","1710","Covid-19,Infectious Diseases","2021-04-08T13:14:42Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus identified",,,"Year",,"Serum,Saliva,RNA,Whole Blood,Nasal swab","-60°C to -80°C",,,,"false","true",,"false","Data","Samples,Data","The biobank has an MTA to be completed by the applicant, in which the description of the project, number of samples, type of data requested have to be indicated. The project is subjected to the internal Scientific Commission for evaluation. If an agreement is accepted, the recipient (or the Provider, if the project is a collaboration with our centre) need to obtain the ethical clearence by the Ethical Committee before starting the project. After that, the samples and the data can be send to the recipient. Only de-identified data can be sent.",,"Data processing PD/SOP,Data transport PD/SOP,Data storage PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1605519998080235:collection:6b6a977b0b9d4f7","COVID Vaccine - IRCCS Ospedale Sacro Cuore Don Calabria","COVIDVax_Negrar","The collection includes different specimens collected at different time points from a cohort of 2000 health care workers of IRCCS Sacro Cuore Don Calabria Hospital and subjected to vaccination for SARC-CoV-2 using the mRNA BNT162b2 (Pfizer) vaccine. The cohort includes naïve and subjects with history of previous SARS-CoV-2 infection, documented by molecular testing.. Specimens collected and stored at -80 °C: serum for all 2000 subjects, blood (for about 300 subjects in DMSO) and plasma (for 80 subjects in EDTA). . Time points: T0 (pre-first dose), T1 (pre-second dose), T2 (2-3 weeks after second dose). Prospectively T3 (after 6 months) and T4 (after 1 year) will be collected.. Associated Data: for each collected time point we already executed antibody measure (IgG anti nucleocapside, IgM anti spike, IgG quant anti RDB Spike) using the ARCHITET i System (Abbott). Data on side effects collected at T2 are available. Cytofluorometric analysis are currently ongoing..",,,"Italy",,,,"chiara.piubelli@sacrocuore.it","Italy","false",,,"TROPICA BIOBANK - IRCCS Ospedale Sacro Cuore Don Calabria","TROPICA BIOBANK - IRCCS Ospedale Sacro Cuore Don Calabria","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study","Antibodies titer (IgM and IgG),Data on clinical symptoms,Survey data,Other","10.000 - 100.000","13060",,"2021-04-08T13:14:42Z",,,"Male,Female",,"18","70","Year",,"Serum,Plasma,Whole Blood","-60°C to -80°C",,,,"false","true","DUO_0000027,DUO_0000006,DUO_0000007,DUO_0000021,DUO_0000037,DUO_0000031","false",,"Samples,Data",,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1605519998080235:collection:799bf5f3f0b6488581c624b61fbec015","Endometriosis and infection","ENDS","Prospective collection of samples from women affected by endometriosis and subjected to elected surgery for this condition. A control group of women without endometriosis is also included.",,"Negrar di Valpolicella (VR), Italy","Italy","45.5300704056885","10.9385240486988","chiara.piubelli@sacrocuore.it","chiara.piubelli@sacrocuore.it","Italy","false",,,"TROPICA BIOBANK - IRCCS Ospedale Sacro Cuore Don Calabria","TROPICA BIOBANK - IRCCS Ospedale Sacro Cuore Don Calabria","BBMRI.it Network,BioBanca Istituzionale,BBMRI Cohorts","BioBanca Istituzionale,BBMRI Cohorts,BBMRI.it Network",,"Case-Control,Disease specific,Hospital","Biological samples,Data on disease duration and disease outcome,Medical records,Data on clinical symptoms,Other","100 - 1000",,"Rare Disease,Population Reference","2024-11-29T23:00:00Z","100","100 - 1000","Female","Endometriosis of uterus",,,"Year",,"DNA,Tissue (frozen),Other","-60°C to -80°C",,,,"false","true","DUO_0000005,DUO_0000006,DUO_0000014,DUO_0000021,DUO_0000027,DUO_0000037,OBI_0000066,DUO_0000020","false",,,,,,,
"bbmri-eric:ID:IT_160862990617292:collection:1208fe41fc36484","BANCA BIOLOGICA MESOTELIOMA MALIGNO","BB MESO","Since 1989, the Malignant Mesothelioma (MM) Biological Bank of the NHS Corporate Hospital SS. Antonio e Biagio of Alessandria has collected and preserved biological samples of patients suffering from Malignant Mesothelioma of the pleura. This peculiarity is due to the high incidence of MM in the Piedmont area of Alessandria-Casale Monferrato, mainly due to the presence until the 80s of the Eternit factory that produced manufactured goods in asbestos cement in the area of Casale Monferrato.","https://www.ospedale.al.it/it/struttura-sanitaria/centro-raccolta-materiale-biologico-alessandria-biobank","alessandria","Italy","44.9153893","8.6203714","rlibener@ospedale.al.it","rlibener@ospedale.al.it","Italy","false",,,"CENTRO RACCOLTA MATERIALE BIOLOGICO (CRMB)","CENTRO RACCOLTA MATERIALE BIOLOGICO (CRMB)","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Disease specific","Biological samples,Medical records","10.000 - 100.000","41972",,"2024-06-13T13:26:00Z","1038","100 - 1000","Undifferentiated",,"23","90","Year",,"Plasma,Serum,Whole Blood,Tissue (frozen)","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data",,,"Sample processing PD/SOP,Sample transport PD/SOP,Sample storage PD/SOP",,
"bbmri-eric:ID:IT_160862990617292:collection:46ccc717e6db440","carcinoma mammella","carcimamm","The primary goal of the project is the creation and the sustainable development of a breast cancer biobank of biological samples and a clinical and therapeutic registry allowing to evaluate both management and treament of patients. The registry represents a useful database to identify specific cohorts to set up follow-up studies, monitor peculiar aspects of the pathology hospitalizations and mortality rates. Further objectives are the integration of the biological material with additional information on the pathology and ensuring high quality management of collected samples to improve diagnosis care and treatment.",,"alessandria","Italy","44.9153893","8.6203714","rlibener@ospedale.al.it","rlibener@ospedale.al.it","Italy","false",,,"CENTRO RACCOLTA MATERIALE BIOLOGICO (CRMB)","CENTRO RACCOLTA MATERIALE BIOLOGICO (CRMB)","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Disease specific","Medical records","1000 - 10.000","1879",,"2023-08-01T05:24:00Z","125","1000 - 10.000","Undifferentiated",,"30","90","Year",,"Tissue (frozen),Serum,Plasma,Peripheral blood cells","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data",,,"Sample processing PD/SOP,Sample transport PD/SOP,Sample storage PD/SOP,Data processing PD/SOP",,
"bbmri-eric:ID:IT_1610556003408133:collection:0181d446354e429a8cf740ab91059ba5","FF-breast","FF-breast","Formalin-fixed-paraffin embedded tissues from breast","https://www.ausl.re.it/biobanca-di-ricerca-asmn-","Reggio Emilia","Italy","44.683034","10.631011","simonetta.piana@ausl.re.it","simonetta.piana@ausl.re.it","Italy","false","Banca tessuti in paraffina",,"Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Hospital,Sample collection","Biological samples","1000 - 10.000","1133","Oncology",,"1133","1000 - 10.000","Female,Male","Malignant neoplasm of breast","18","99","Year",,"Tissue (paraffin preserved)","Room temperature",,,,"false","true","DUO_0000001,DUO_0000006,DUO_0000007,DUO_0000014,DUO_0000018,DUO_0000021,DUO_0000027,DUO_0000029,DUO_0000037,DUO_0000040","false",,"Data,Images,Samples","First contact, ethics approval, request form and MTA filling out.",,"Sample processing PD/SOP,Sample storage PD/SOP",,
"bbmri-eric:ID:IT_1610556003408133:collection:073d8dbbfd1b4c3","Banca tessuti in paraffina","BNEO ffpe","Collection of annotated formalin-fixed-paraffine-embedded surgical tissues from oncological patients","https://www.ausl.re.it/biobanca-di-ricerca-asmn-","Reggio Emilia","Italy","44.683034","10.631011","simonetta.piana@ausl.re.it","simonetta.piana@ausl.re.it","Italy","false",,"FF-breast,FF-other,FF-lung,FF-digestive","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Hospital","Imaging data,Biological samples","1000 - 10.000","2133",,"2022-01-24T14:35:00Z","2133","1000 - 10.000","Male,Female",,"18","99","Year",,"Tissue (paraffin preserved)","Room temperature",,,,"false","false","DUO_0000001,DUO_0000007,DUO_0000012,DUO_0000018,DUO_0000021,DUO_0000027,DUO_0000029,DUO_0000037,DUO_0000040","false",,"Samples,Data,Images","First contact, ethics approval, request form and MTA filling out.",,"Sample processing PD/SOP,Sample storage PD/SOP",,
"bbmri-eric:ID:IT_1610556003408133:collection:0ee0a9d2509a4bf090dcc2207ee03299","FF-other","FF-other","Formalin-fixed-paraffin-embedded tissues from oncological patients.","https://www.ausl.re.it/biobanca-di-ricerca-asmn-","Reggio Emilia","Italy","44683034","10631011","simonetta.piana@ausl.re.it","simonetta.piana@ausl.re.it","Italy","false","Banca tessuti in paraffina",,"Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Hospital,Sample collection","Biological samples","100 - 1000","258",,,"258","100 - 1000","Female,Male",,"18","99","Year",,"Tissue (paraffin preserved)","Room temperature",,,,"false","true","DUO_0000001,DUO_0000006,DUO_0000007,DUO_0000014,DUO_0000018,DUO_0000021,DUO_0000027,DUO_0000029,DUO_0000037,DUO_0000040","false",,"Data,Images,Samples","First contact, ethics approval, request form and MTA filling out.",,"Sample processing PD/SOP,Sample storage PD/SOP",,
"bbmri-eric:ID:IT_1610556003408133:collection:1adfa55c9b21455","BNEO fresh frozen","BNEO ff","Collection of fresh-frozen tissues and peripheral blood derivatives from oncological patients","https://www.ausl.re.it/biobanca-di-ricerca-asmn-","Reggio Emilia","Italy","44.683034","10.631011","simonetta.piana@ausl.re.it","simonetta.piana@ausl.re.it","Italy","false",,"FR-LN,FR-breast,FR-ovary,FR-lung,FR-skin,FR-head_neck","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Hospital","Biological samples,Medical records","1000 - 10.000","1388",,"2022-01-24T14:38:00Z","1388","1000 - 10.000","Male,Female",,"18","99","Year",,"Plasma,Tissue (frozen),Peripheral blood cells","-60°C to -80°C,Liquid Nitrogen",,,,"false","true","DUO_0000001,DUO_0000006,DUO_0000007,DUO_0000014,DUO_0000018,DUO_0000021,DUO_0000027,DUO_0000029,DUO_0000037,DUO_0000040","false",,"Data,Samples","First contact, ethics approval, request form and MTA filling out.",,"Sample processing PD/SOP,Sample storage PD/SOP",,
"bbmri-eric:ID:IT_1610556003408133:collection:1f5945c29f8e4bf79643302228c27b2e","FR-LN","FR-LN","Frozen tissues from lymphnodes","https://www.ausl.re.it/biobanca-di-ricerca-asmn-","Reggio Emilia","Italy","44.683034","10.631011","simonetta.piana@ausl.re.it","simonetta.piana@ausl.re.it","Italy","false","BNEO fresh frozen",,"Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","Biobanca di ricerca AUSL - IRCCS di Reggio Emilia","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network",,"Hospital,Sample collection","Biological samples","100 - 1000","500","Oncology","2024-05-07T09:19:00Z","500","100 - 1000","Male,Female","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","18","87","Year",,"Tissue (frozen)","Liquid Nitrogen",,,,"false","true","DUO_0000001,DUO_0000006,DUO_0000007,DUO_0000014,DUO_0000018,DUO_0000021,DUO_0000027,DUO_0000029,DUO_0000037,DUO_0000040","false",,"Data,Images,Samples","First contact, ethics approval, request form and MTA filling out.",,"Sample processing PD/SOP,Sample storage PD/SOP",,
